value,anomaly
84.359617,-1
85.67172288,-1
85.56966109,-1
86.33936754,-1
85.82410266,-1
85.67514744,-1
86.73557359,-1
86.71059894,-1
84.49232932,-1
84.57715258,-1
86.11829435,-1
85.81371619,-1
84.01298513,-1
85.86114419,-1
84.63378489,-1
84.6204503,-1
84.30866618,-1
83.42961151,-1
84.55433571,-1
83.45318420000002,-1
84.33273465,-1
83.62480036,-1
83.82024756,-1
82.82118107,-1
82.48534664,-1
82.41635233,-1
82.85831903,-1
81.22431855,-1
81.3498204,-1
80.37310562,-1
79.5603305,-1
79.97472613,-1
79.68231758,-1
78.25736747,-1
78.15867147,-1
76.50030119,-1
76.28318438,-1
76.58648498,-1
75.3056747,-1
74.74571333,-1
74.18629409,-1
74.77344761,-1
72.89169183,-1
72.92432965,-1
71.36444054,-1
70.60517297,-1
70.08010776,-1
70.80451005,-1
69.41110478,-1
68.23720056,-1
68.81053857,-1
67.95144903,-1
65.90649636,-1
66.20465117,-1
66.09439847,-1
64.92515067,-1
65.91054219,-1
65.0764574,-1
64.4365387,-1
64.22546298,-1
64.67301299,-1
62.87339214,-1
64.07636038,-1
64.24233104,-1
63.61616805,-1
62.35719049,-1
61.94124256,-1
62.19962941,-1
61.91339759,-1
61.92579229,-1
62.48497727,-1
61.935635,-1
61.63262008,-1
60.37118114,-1
59.96038979,-1
61.13922001,-1
60.52991525,-1
59.63744866,-1
60.00666098,-1
60.12505135,-1
59.72064235,-1
60.43677303,-1
62.87329018,-1
66.49930690000001,-1
69.81211169,-1
72.92970657,-1
75.48652039,-1
77.56468667,-1
78.28725568,-1
77.60706621,-1
79.24906378,-1
79.49390087,-1
80.39691483,-1
81.02638717,-1
80.03079367,-1
81.96289081,-1
82.80100858,-1
82.63704015,-1
82.54456987,-1
83.91816767,-1
84.21337153,-1
83.5474584,-1
83.94591696,-1
85.50765598,-1
84.75313439,-1
87.38966543,-1
85.61241075,-1
87.04546782,-1
87.60232129,-1
87.31292835,-1
87.61788219,-1
87.91839902,-1
87.33875515,-1
87.00012634,-1
86.98303457,-1
88.13082806,-1
88.89966936,-1
88.76009472,-1
87.91843709,-1
87.61665589,-1
88.30627918,-1
88.93290809999998,-1
88.29581581,-1
87.12400298,-1
89.0575271,-1
86.98426456,-1
88.16593201,-1
87.07435833,-1
88.25426297,-1
87.0632953,-1
88.74480066,-1
88.51117094,-1
88.37158723,-1
88.00478586,-1
88.61564448,-1
89.857271,-1
89.11117455,-1
88.73527502,-1
90.44048272,-1
90.87460331,-1
88.83698476,-1
90.74342245,-1
90.92465673,-1
89.80826519,-1
89.87410639,-1
91.94873788,-1
91.03236887,-1
91.26672743,-1
89.98528487,-1
90.77882139,-1
91.84765707,-1
90.42548359,-1
91.3827811,-1
90.06954941,-1
89.97814049,-1
90.3096759,-1
90.72428594,-1
90.1455803,-1
91.60297257,-1
89.95340409,-1
91.23679402,-1
90.88751787,-1
91.11322564,-1
91.71235473,-1
91.11938781,-1
91.10486261,-1
91.6813322,-1
90.514947,-1
89.71700074,-1
91.65203082,-1
91.01595463,-1
91.47394549,-1
91.03909176,-1
89.65866770000002,-1
91.06468954,-1
90.05823487,-1
90.23402189,-1
89.98472665,-1
91.8117387,-1
91.5975513,-1
90.57501904,-1
90.25297529,-1
89.78884843,-1
91.49798647,-1
90.15558683,-1
91.54101803,-1
90.34836465,-1
91.03425337,-1
90.10654338,-1
91.14968611,-1
90.85022799,-1
90.23782718,-1
90.57429048,-1
91.44783131,-1
89.7515613,-1
90.52987624,-1
90.60576981,-1
88.85217825,-1
90.03063173,-1
89.38603658,-1
89.66376247,-1
88.05606264,-1
87.71234894,-1
86.62532028,-1
86.89842071,-1
86.10068109,-1
86.32186857,-1
87.1806124,-1
85.58175774,-1
84.32018121,-1
85.34846490000002,-1
85.23133389,-1
83.60369239,-1
84.14668277,-1
84.36204419,-1
82.44829347,-1
81.86204397,-1
82.19836897,-1
80.83766416,-1
82.56379835,-1
80.59808084,-1
80.89253215,-1
82.13609654,-1
81.81714711,-1
80.48854812,-1
81.26469622,-1
82.42140024,-1
82.23030379,-1
80.90134325,-1
80.63039214,-1
82.21095386,-1
80.81686347,-1
82.55444217,-1
82.44111181,-1
82.15499505,-1
82.57000445,-1
82.65327799,-1
83.17016645,-1
83.89940482,-1
83.34087231,-1
85.33284543,-1
85.93505505,-1
85.71260799,-1
87.38667453,-1
87.53885279,-1
89.39106540000002,-1
90.39821735,-1
89.99111759,-1
92.67881246,-1
92.17664249,-1
93.01952015,-1
94.36744637,-1
92.10645466,-1
93.72782704,-1
92.00929857,-1
91.78009622,-1
92.88011059,-1
91.49568071,-1
92.16856523,-1
91.95875727,-1
91.7865819,-1
90.80421640000002,-1
90.04604107,-1
89.24455669,-1
88.97549237,-1
89.06278767,-1
89.83434121,-1
88.75770969,-1
88.93708576,-1
89.89472492,-1
89.75942233,-1
89.84901477,-1
89.09228711,-1
89.28155577,-1
88.97625236,-1
88.31911026,-1
86.89757046,-1
86.46548218,-1
87.93127799,-1
86.14703741,-1
86.20108694,-1
84.68833564,-1
84.55245269,-1
85.03371137,-1
84.16566457,-1
83.41172533,-1
83.48429814,-1
84.03467948,-1
84.02689217,-1
83.67734936,-1
82.31388201,-1
81.06008809999999,-1
81.804672,-1
82.54389631,-1
81.87183273,-1
80.99710173,-1
79.91313421,-1
81.32479433,-1
79.94101834,-1
79.44182803,-1
79.53199670000002,-1
79.58711093,-1
79.2697328,-1
81.02489838,-1
80.60286328,-1
80.44649158,-1
81.07399759999998,-1
80.13239831,-1
81.33413076,-1
79.51232841,-1
80.50032751,-1
79.97948954,-1
79.83015237,-1
78.96169451,-1
78.74249219,-1
77.26466917,-1
77.86819433,-1
76.76317722,-1
78.47627847,-1
76.77337183,-1
77.43778372,-1
77.36030679,-1
76.11909253,-1
76.56850919,-1
76.48572951,-1
76.4624307,-1
77.35105191,-1
77.04228069,-1
76.28685218,-1
77.58567673,-1
78.52005968,-1
79.65510723,-1
80.1073755,-1
79.97991582,-1
82.09911484,-1
81.02731208,-1
82.36891368,-1
82.43188272,-1
83.27622491,-1
81.25979414,-1
81.76280285,-1
83.35420453,-1
82.52295937,-1
81.85942459,-1
81.8037868,-1
82.57528729,-1
82.90318308,-1
82.4823319,-1
83.39210799,-1
81.37690913,-1
81.24603216,-1
82.58037157,-1
81.87701487,-1
83.55915859,-1
81.59858688,-1
82.74195917,-1
82.71827429,-1
82.37771613,-1
81.72015198,-1
83.29989108,-1
83.59659781,-1
81.56817194,-1
82.41137405,-1
82.0728321,-1
83.58370499,-1
82.84410371,-1
82.61618649,-1
82.16627916,-1
83.05385388,-1
83.53246444,-1
82.91920490000003,-1
81.72472683,-1
82.53245119,-1
81.89611827,-1
81.98874197,-1
83.58350239,-1
82.17427237,-1
81.81918517,-1
82.60145334,-1
83.08653743,-1
83.45371038,-1
81.41285397,-1
83.3780726,-1
83.44733584,-1
81.36004802,-1
82.68029327,-1
81.28135587,-1
82.59111138,-1
83.41638363,-1
81.29591751,-1
83.4138286,-1
82.49198933,-1
82.57240851,-1
82.45706835,-1
83.02181864,-1
82.9949833,-1
81.36656571,-1
83.13858068,-1
81.42462484,-1
83.35504881,-1
81.910648,-1
83.0170021,-1
82.05244367,-1
82.83126064,-1
81.24678562,-1
83.26018551,-1
82.81812563,-1
82.57380932,-1
83.25881041,-1
81.96180267,-1
83.17318978,-1
81.15886951,-1
81.32888335,-1
81.55588066,-1
81.15572913,-1
82.39145631,-1
82.79592117,-1
81.60323609999998,-1
80.78482374,-1
82.11687886,-1
81.59395516,-1
80.46205735,-1
81.63122296,-1
80.9116303,-1
80.96090416,-1
80.98651656,-1
80.35888865,-1
81.20873088,-1
79.76408824,-1
79.36749096,-1
79.26593447,-1
80.99917163,-1
80.81986767,-1
79.78727467,-1
80.5835448,-1
79.55970927,-1
79.14382863,-1
79.24067463,-1
79.75050588,-1
78.98503793,-1
78.36282324,-1
77.61413984,-1
77.09164148,-1
77.54778688,-1
75.63533675,-1
74.70018313,-1
74.51646326,-1
75.30499262,-1
72.81869102,-1
72.28588755,-1
72.35833424,-1
73.09152990000003,-1
71.97335021,-1
71.74196073,-1
72.16491961,-1
71.66124999,-1
70.67506293,-1
71.78321277,-1
70.28077567,-1
71.23651301,-1
70.58110925,-1
71.05323234,-1
70.47337195,-1
70.63797296,-1
69.93597686,-1
71.35572643,-1
69.69336818,-1
71.15766235,-1
71.13846278,-1
69.62328485,-1
69.68256606,-1
69.80759885,-1
69.84044814,-1
70.49005644,-1
70.330021,-1
69.7909485,-1
70.00041405,-1
69.05827941,-1
70.53826985,-1
69.50115203,-1
69.18727154,-1
68.56075448,-1
67.68503829999999,-1
69.11590531,-1
67.40884136,-1
67.476989,-1
68.06586236,-1
66.35827559,-1
67.66058046,-1
66.76743976,-1
65.89982104,-1
67.14852567,-1
66.94671285,-1
66.32091505,-1
65.76653616,-1
64.3515384,-1
65.78693625,-1
64.25303232,-1
64.08989013,-1
65.05212543,-1
65.16487331,-1
65.86879167,-1
66.77942753,-1
68.6582382,-1
68.08382094,-1
70.45875683,-1
72.26965532,-1
73.43660798,-1
72.66751598,-1
73.89541781,-1
74.60362117,-1
76.8452298,-1
75.71426817,-1
76.60785243,-1
76.93415347,-1
77.58514233,-1
77.22425719,-1
76.05232869,-1
74.52795039,-1
74.02143608,-1
74.68174206,-1
73.58860696,-1
73.52037199,-1
71.21106021,-1
71.92518359999998,-1
70.90511946,-1
68.49168005,-1
68.78031658,-1
68.66293885,-1
67.39454678,-1
66.60664005,-1
65.61327929,-1
64.56349701,-1
63.28974329,-1
63.28361665,-1
61.58298516,-1
60.82411582,-1
61.3940652,-1
60.11903873,-1
59.99923502,-1
61.12918756,-1
61.36189498,-1
60.47558897,-1
60.67434851,-1
59.66856035,-1
60.45000400000001,-1
60.80958974,-1
59.64651164,-1
59.54190124,-1
60.15249910000001,-1
60.17481249,-1
58.24862344,-1
59.74236722,-1
58.22633431,-1
58.3855254,-1
57.14889801,-1
57.78556067,-1
57.09208687,-1
58.39042981,-1
56.55757397,-1
58.05195686,-1
57.14054744,-1
57.55458171,-1
57.74679739999999,-1
56.24537782,-1
57.78431077,-1
57.54979774,-1
55.62290214,-1
56.95010972,-1
56.90507469,-1
56.27583477,-1
56.77215799,-1
55.06048213,-1
55.59128069,-1
54.1752324,-1
54.10044932,-1
55.7142578,-1
54.48448692,-1
54.28460214,-1
53.49095412,-1
53.83973553,-1
53.21226224,-1
54.30013819,-1
52.69490606,-1
54.52217181,-1
53.39950217,-1
53.76591516,-1
55.48784973,-1
58.38399867,-1
60.82231136,-1
62.91385509,-1
63.24062362,-1
65.13339739999999,-1
65.13108334,-1
63.75501432,-1
65.98616848,-1
64.59238537,-1
66.02308663,-1
64.22520873,-1
65.30499142,-1
64.81862084,-1
65.37620261,-1
67.23300451,-1
68.0215815,-1
70.3264255,-1
72.04798826,-1
70.07075146,-1
71.45767329,-1
70.0629783,-1
70.83555336,-1
70.29964073,-1
70.06636171,-1
68.29009644,-1
67.72633586,-1
68.12959604,-1
69.09482717,-1
71.6819387,-1
72.63361488,-1
74.68915944,-1
75.32798340000002,-1
77.82645677,-1
78.07905579,-1
77.90171939,-1
78.38328489,-1
80.10658254,-1
77.99680051,-1
79.30386819,-1
80.05529151,-1
80.78756045,-1
80.31264012,-1
79.66953128,-1
80.81405686,-1
80.50669086,-1
80.22910207,-1
81.20467883,-1
80.28832197,-1
80.53516842,-1
81.80354219,-1
82.8386627,-1
81.94678053,-1
82.74989778,-1
83.47587378,-1
83.67322406,-1
82.55316396,-1
83.0079108,-1
84.49061689,-1
83.92031306,-1
84.40340024,-1
83.73743803,-1
84.04370267,-1
84.35318899,-1
83.83828123,-1
85.93011866,-1
84.40460814,-1
84.38927282,-1
85.31473236,-1
85.75698337,-1
84.53993477,-1
86.04609802,-1
84.81274419,-1
85.30419785,-1
84.65094866,-1
84.59690608,-1
84.12060871,-1
84.55255978,-1
84.67308873,-1
84.67499509,-1
84.98545756,-1
84.29595954,-1
84.08710444,-1
85.16101352,-1
86.1419467,-1
85.16826676,-1
86.02786823,-1
85.03961453,-1
84.72047996,-1
84.35793793,-1
84.92830219,-1
85.79966719,-1
84.76603887,-1
84.11658401,-1
85.81920004,-1
84.81184829,-1
85.80186344,-1
85.46634207,-1
86.05691524,-1
85.60646495,-1
85.93829897,-1
84.6321135,-1
85.19901937,-1
84.84295282,-1
86.01090909,-1
85.71160468,-1
85.17123249,-1
85.91434138,-1
86.30354179999998,-1
86.33521479,-1
85.04888203,-1
85.26798304,-1
85.03278368,-1
85.64819486,-1
84.0761445,-1
84.93025619,-1
86.21059458,-1
86.27074903,-1
84.37165492,-1
84.7932213,-1
85.0646978,-1
85.21848109,-1
85.52062843,-1
86.17214333,-1
85.63729394,-1
84.62820324,-1
84.44420509,-1
84.20215183,-1
84.67124549,-1
84.30404699,-1
85.03999937,-1
86.20609056,-1
86.79495911,-1
85.49449029,-1
86.95350773,-1
85.60955634,-1
85.8643435,-1
86.12905779,-1
85.8878703,-1
85.61007825,-1
86.04642382,-1
87.60148663,-1
86.58979626,-1
87.10489522,-1
87.96757190000002,-1
87.68165216,-1
86.99811962,-1
86.61335536,-1
87.44517028,-1
86.75563143,-1
88.48422213,-1
88.27812502,-1
88.5421577,-1
88.99382002,-1
88.66177318,-1
89.58667061,-1
87.36310353,-1
89.80438353,-1
89.34921059,-1
88.39352483,-1
88.29760686,-1
88.20047462,-1
89.72035301,-1
89.94821983,-1
88.21227381,-1
88.65621567,-1
88.4299984,-1
87.82673372,-1
88.9410603,-1
87.80621485,-1
88.058076,-1
88.27469445,-1
88.23123178,-1
88.17457953,-1
88.12694043,-1
88.78693322,-1
86.73094703,-1
88.03635826,-1
86.27756404,-1
88.05065597,-1
86.10277143,-1
87.81933816,-1
85.28407189,-1
85.64068248,-1
85.75392203,-1
85.28143374,-1
86.35431704,-1
84.09042512,-1
84.46185928,-1
84.20637419,-1
83.91135038,-1
84.6881581,-1
84.3439427,-1
82.49697873,-1
84.52926473,-1
83.37403945,-1
83.95488155,-1
82.60273164,-1
82.66074408,-1
82.85787559,-1
80.95227787,-1
80.98443162,-1
81.32783573,-1
81.60800265,-1
81.61744931,-1
81.71424494,-1
81.19061515,-1
81.15347093,-1
80.82253465,-1
80.54223499999998,-1
82.25503814,-1
81.71091559,-1
80.39807257,-1
82.18909602,-1
81.9818427,-1
81.74069573,-1
82.53948263,-1
81.42354689,-1
82.73216401,-1
81.0530613,-1
82.15409042,-1
82.71116634,-1
81.20869774,-1
81.43203023,-1
83.23610498,-1
81.67275906,-1
83.44254236,-1
83.19842129,-1
82.6301235,-1
83.85803576,-1
83.34190639,-1
83.07497171,-1
83.04347383,-1
84.34675079,-1
83.76773769,-1
84.28919399,-1
82.98573386,-1
83.33136165,-1
84.23313069,-1
84.14906171,-1
84.3910635,-1
83.16230454,-1
84.37571128,-1
85.52927525,-1
85.51070893,-1
85.59265021,-1
83.97028255,-1
83.8271506,-1
85.33631999,-1
84.93937528,-1
85.13754478,-1
85.46997707,-1
86.02853614,-1
84.62753464,-1
84.77474672,-1
84.96647919,-1
86.98474479,-1
84.90993755,-1
85.6854795,-1
85.56072314,-1
87.06448114,-1
87.21925870000004,-1
86.83488181,-1
85.87065190000001,-1
87.39075374,-1
87.87400742,-1
87.98036142,-1
86.88756344,-1
88.29902134,-1
86.47068631,-1
88.44710986,-1
88.86900905,-1
86.86429463,-1
88.7741792,-1
88.53532508,-1
88.58455406,-1
88.03181678,-1
87.37964716,-1
89.12754709,-1
89.58472475,-1
89.50472487,-1
88.69252479,-1
88.00120907,-1
88.49583437,-1
89.02886659,-1
89.09006685,-1
88.55876416,-1
89.00308732,-1
88.75119017,-1
89.85619338,-1
90.53936388,-1
90.05979756,-1
88.5098847,-1
88.38809597,-1
89.11822689,-1
88.92456894,-1
90.19279817,-1
88.91325441,-1
89.17577509,-1
89.32364442,-1
89.58497995,-1
89.45203783,-1
90.20751452,-1
90.18090501,-1
89.01108155,-1
88.6339473,-1
88.84455412,-1
89.93175648,-1
90.24756688,-1
89.85241481,-1
89.70331337,-1
90.38717115,-1
89.38548903,-1
89.19804732,-1
89.66383968,-1
90.03627127,-1
88.81068549999998,-1
88.77914918,-1
90.59731407,-1
90.38459105,-1
90.27709428,-1
89.69966583,-1
89.8321473,-1
89.1249876,-1
90.21347699,-1
90.40198388,-1
89.52444534,-1
88.28771451,-1
88.78104478,-1
89.81385655,-1
90.54354611,-1
89.18963413,-1
89.88696663,-1
89.00938998,-1
89.69868985,-1
89.02730989,-1
90.53871154,-1
89.0411713,-1
88.26541557,-1
88.836895,-1
90.04037637,-1
88.98497367,-1
89.12950543,-1
89.76387557,-1
89.59247781,-1
89.60651619,-1
89.86910912,-1
89.31410296,-1
88.42457612,-1
89.00409318,-1
90.30481698,-1
88.47245641,-1
90.05749869,-1
89.84264695,-1
90.56839105,-1
90.47793511,-1
88.98365961,-1
89.48298079,-1
89.37261591,-1
88.68721107,-1
89.64205732,-1
89.11196166,-1
90.43507567,-1
89.49850537,-1
89.03132305,-1
88.66577541,-1
89.69495751,-1
88.86383288,-1
90.46603971,-1
90.02842538,-1
90.1880513,-1
90.38719189,-1
90.54951315,-1
89.85459788,-1
90.54908392,-1
90.19243266,-1
89.00019337,-1
88.60728448,-1
90.18718696,-1
90.22298132,-1
89.67396594,-1
88.47693609,-1
88.80178324,-1
89.17223929,-1
88.07897493,-1
89.51557819,-1
88.58112033,-1
89.65512389,-1
87.58349617,-1
88.15463289,-1
88.94216541,-1
87.60353719999998,-1
86.82973436,-1
87.72413211,-1
88.17258000000002,-1
86.50686723,-1
86.6537377,-1
88.33981078,-1
88.45365078,-1
87.09487731,-1
86.19807165,-1
86.62688202,-1
87.561961,-1
87.33392916,-1
85.94871551,-1
86.27192087,-1
85.59055932,-1
87.55742430000002,-1
86.43693924,-1
87.17773568,-1
85.67629967,-1
86.09326253,-1
85.73722323,-1
84.97270804,-1
86.68389485,-1
86.31263598,-1
84.34077512,-1
84.7145816,-1
84.69006154,-1
84.91727527,-1
85.68990816,-1
86.06375035,-1
87.11179901,-1
86.77471349,-1
86.13672677,-1
86.41969066,-1
87.83453285,-1
87.95787732,-1
88.97287392,-1
87.70083918,-1
88.07960306,-1
87.8145492,-1
89.29051364,-1
88.55026479,-1
89.44282875,-1
89.14220145,-1
89.98481547,-1
90.41325986,-1
90.97655886,-1
90.17952017,-1
90.36155683,-1
92.70477032,-1
91.37251011,-1
92.25345502,-1
92.36178941,-1
90.35382349,-1
91.14623339,-1
89.90100251,-1
89.79607707,-1
87.61667592,-1
89.04056159,-1
86.49196308,-1
85.88450585,-1
85.93246392,-1
85.96463641,-1
84.18465674,-1
85.43090742,-1
84.40214989,-1
84.15026516,-1
82.40372204,-1
81.91440498,-1
81.893784,-1
80.91167786,-1
79.29114904,-1
80.30504314,-1
80.11661545,-1
79.25563728,-1
79.51399281,-1
78.97906373,-1
78.5039027,-1
78.04365349,-1
78.66305553,-1
77.86483605,-1
76.47873504,-1
77.42829998,-1
76.29156361,-1
76.97425875,-1
75.80671939,-1
74.38138161,-1
75.02540318,-1
74.02520067,-1
74.90274690000003,-1
74.62257438,-1
72.37723298,-1
72.54924689,-1
73.79459427,-1
73.33293528,-1
74.38012896,-1
76.78844325,-1
78.04525536,-1
79.80070025,-1
80.09102362,-1
82.12245773,-1
80.17627288,-1
80.45832414,-1
80.22144457,-1
81.35081774,-1
81.45636461,-1
82.1755507,-1
80.97713198,-1
81.69944119,-1
81.48721622,-1
82.84147420000002,-1
82.14404457,-1
82.05507345,-1
82.00350369,-1
81.8547879,-1
83.96317936,-1
83.69586977,-1
83.33519928,-1
83.26142102,-1
85.05118793,-1
85.15758453,-1
84.59163381,-1
84.55620777,-1
84.43134739,-1
84.7585872,-1
86.91936064,-1
87.08742813,-1
87.1606577,-1
86.00215436,-1
87.24123207,-1
88.66922579999998,-1
87.53758241,-1
87.70179365,-1
87.94859675,-1
87.53543077,-1
86.91705511,-1
87.53643105,-1
88.96482698,-1
88.7672073,-1
87.13322046,-1
88.16209798,-1
89.10323597,-1
87.73122459999998,-1
88.81087144,-1
87.69451084,-1
87.91648949,-1
88.82373791,-1
88.58497249,-1
88.90195969,-1
88.02582114,-1
88.46875767,-1
88.66723492,-1
86.81705861,-1
88.34260041,-1
88.17309644,-1
88.34981142,-1
88.55311502,-1
88.40919127,-1
88.23069011,-1
87.32042436,-1
87.06825802,-1
87.17001194,-1
86.8638459,-1
87.9441243,-1
87.11446235,-1
87.71007478,-1
87.25783029,-1
88.9236537,-1
89.13400444,-1
87.42598987,-1
89.18644724,-1
88.43065101,-1
86.92040117,-1
87.38618709999999,-1
88.51572349,-1
87.9521473,-1
88.31877256,-1
88.31296588,-1
88.84307451,-1
88.85688052,-1
88.87974831,-1
87.53003449,-1
88.97427693,-1
88.4253838,-1
87.56551921,-1
88.93696132,-1
89.13680205,-1
88.91489118,-1
88.70553776,-1
87.06559279999998,-1
87.03024718,-1
88.92088933,-1
87.39223473,-1
87.6049203,-1
88.20550889,-1
88.12504648,-1
88.96733156,-1
87.70025442,-1
87.6325708,-1
86.88859599,-1
88.94060520000002,-1
88.3258582,-1
88.41512979,-1
87.96213226,-1
86.94087849,-1
87.28189652,-1
88.03889936,-1
87.16218799,-1
87.54427551,-1
87.64377173,-1
88.47162673,-1
87.97656973,-1
88.6454738,-1
89.15128453,-1
89.14814557,-1
88.53521455,-1
88.71018655,-1
88.2851289,-1
89.46668494,-1
89.86449139,-1
88.92682554,-1
88.49875879,-1
87.99024947,-1
88.50977326,-1
88.5025968,-1
88.18132977,-1
90.06882788,-1
88.62374344,-1
88.78552161,-1
89.57189108,-1
89.90010855,-1
89.85103747,-1
89.42456643,-1
88.42628816,-1
90.18260878,-1
89.65595455,-1
89.02931366,-1
90.18388933,-1
89.52397499,-1
88.56234792,-1
89.91035336,-1
89.52715972,-1
88.71538595,-1
88.52563375,-1
88.34733928,-1
89.33236971,-1
89.45117068,-1
90.04973502,-1
88.53158132,-1
88.60854996,-1
89.44943331,-1
88.34009822,-1
89.18341649,-1
89.91287775,-1
88.66128008,-1
90.39332388,-1
89.49843578,-1
88.98167684,-1
89.27433469,-1
88.83622182,-1
89.98566332,-1
89.02222355,-1
88.6824523,-1
90.28620146,-1
88.64079754,-1
89.37158649999998,-1
89.2962611,-1
88.70035169,-1
89.03836503,-1
88.85037636,-1
90.06574533,-1
89.47321641,-1
89.49890193,-1
89.36027584,-1
90.30939485,-1
90.18745452,-1
88.80251206,-1
88.71426739,-1
88.01237756,-1
89.05340201,-1
87.63068406,-1
87.59996141,-1
88.93409249,-1
88.4932938,-1
87.87017502,-1
88.15965843,-1
88.57762583,-1
86.69567686,-1
87.48503779,-1
88.01252158,-1
87.84251635,-1
87.25676755,-1
86.27496035,-1
86.14686915,-1
85.25099819,-1
85.71548127,-1
84.63837759,-1
86.28997843,-1
